dateFightCard,eventNameFightCard,locationFightCard,fighter1Name,fighter1Url,fighter1Result,fighter2Name,fighter2Url,fighter2Result,fightMethodResult,fightRound,time
02/6/2022,lfc 5 - lion's fighting championship 5,-District Headquarters; Dera Ismail Khan; Khyber Pakhtunkhwa; Pakistan-,babar ali,None,W,jamal naseer,None,L,tko,1,169
02/6/2022,lfc 5 - lion's fighting championship 5,-District Headquarters; Dera Ismail Khan; Khyber Pakhtunkhwa; Pakistan-,zeeshan mehsood,https://www.sherdog.com/fighter/Zeeshan-Mehsood-368149,win,tamim omarzai,https://www.sherdog.com/fighter/Tamim-Omarzai-400516,None,None,None,None
02/6/2022,lfc 5 - lion's fighting championship 5,-District Headquarters; Dera Ismail Khan; Khyber Pakhtunkhwa; Pakistan-,hussain ayyan,https://www.sherdog.com/fighter/Hussain-Ayyan-359189,win,najibullah asghari,https://www.sherdog.com/fighter/Najibullah-Asghari-400515,None,None,None,None
02/6/2022,lfc 5 - lion's fighting championship 5,-District Headquarters; Dera Ismail Khan; Khyber Pakhtunkhwa; Pakistan-,jawad andishmand,https://www.sherdog.com/fighter/Jawad-Andishmand-400513,win,naveed alam,https://www.sherdog.com/fighter/Naveed-Alam-400514,None,None,None,None
02/6/2022,lfc 5 - lion's fighting championship 5,-District Headquarters; Dera Ismail Khan; Khyber Pakhtunkhwa; Pakistan-,zulqarnain zakki,https://www.sherdog.com/fighter/Zulqarnain-Zakki-382042,win,bilal mehsood,https://www.sherdog.com/fighter/Bilal-Mehsood-379031,None,None,None,None
02/6/2022,combat quest 17 - super brawl 2,-Dallas Bull; Tampa; Florida; United States-,None,https://www.sherdog.com/fighter/Zulqarnain-Zakki-382042,None,None,https://www.sherdog.com/fighter/Bilal-Mehsood-379031,None,None,None,None
02/6/2022,combat quest 17 - super brawl 2,-Dallas Bull; Tampa; Florida; United States-,faheem khan,https://www.sherdog.com/fighter/Faheem-Khan-375991,win,haseeb khan,https://www.sherdog.com/fighter/Haseeb-Khan-400512,None,None,None,None
02/6/2022,combat quest 17 - super brawl 2,-Dallas Bull; Tampa; Florida; United States-,sikandar lodhi,https://www.sherdog.com/fighter/Sikandar-Lodhi-382045,win,salman khan,https://www.sherdog.com/fighter/Salman-Khan-400511,None,None,None,None
02/6/2022,combat quest 17 - super brawl 2,-Dallas Bull; Tampa; Florida; United States-,haji mehsood,https://www.sherdog.com/fighter/Haji-Mehsood-368143,win,sajid khan,https://www.sherdog.com/fighter/Sajid-Khan-400510,None,None,None,None
02/6/2022,combat quest 17 - super brawl 2,-Dallas Bull; Tampa; Florida; United States-,amin mehsood,https://www.sherdog.com/fighter/Amin-Mehsood-393136,win,afnan khan,https://www.sherdog.com/fighter/Afnan-Khan-400509,None,None,None,None
02/6/2022,combat quest 17 - super brawl 2,-Dallas Bull; Tampa; Florida; United States-,arshad khan,https://www.sherdog.com/fighter/Arshad-Khan-400508,win,kareem ullah,https://www.sherdog.com/fighter/Kareem-Ullah-395711,None,None,None,None
02/6/2022,combat quest 17 - super brawl 2,-Dallas Bull; Tampa; Florida; United States-,shahid khan,https://www.sherdog.com/fighter/Shahid-Khan-400506,win,muhammad usama,https://www.sherdog.com/fighter/Muhammad-Usama-400507,None,None,None,None
02/6/2022,world amateur k-1 federation,-Dinamo Sport Complex; Erevan; Armenia-,nair melikyan,https://www.sherdog.com/fighter/Shahid-Khan-400506,W,mahdi mohammad,https://www.sherdog.com/fighter/Muhammad-Usama-400507,L,tko (leg kicks),1,95
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,isaac dulgarian,https://www.sherdog.com/fighter/Shahid-Khan-400506,W,terry britton,https://www.sherdog.com/fighter/Muhammad-Usama-400507,L,ko (punches),1,73
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,eduardo dantas,https://www.sherdog.com/fighter/Eduardo-Dantas-21767,win,jose alday,https://www.sherdog.com/fighter/Jose-Alday-146733,None,None,None,None
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,mikey england,https://www.sherdog.com/fighter/Mikey-England-332687,win,zak bucia,https://www.sherdog.com/fighter/Zak-Bucia-23430,None,None,None,None
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,josh fremd,https://www.sherdog.com/fighter/Josh-Fremd-162285,win,joel bauman,https://www.sherdog.com/fighter/Joel-Bauman-228233,None,None,None,None
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,don shainis,https://www.sherdog.com/fighter/Don-Shainis-59975,win,cris lencioni,https://www.sherdog.com/fighter/Cris-Lencioni-213799,None,None,None,None
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,ken beverly,https://www.sherdog.com/fighter/Ken-Beverly-229845,win,marshall kemp,https://www.sherdog.com/fighter/Marshall-Kemp-261503,None,None,None,None
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,zach scroggin,https://www.sherdog.com/fighter/Zach-Scroggin-213673,win,jordan donais,https://www.sherdog.com/fighter/Jordan-Donais-332881,None,None,None,None
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,gauge young,https://www.sherdog.com/fighter/Gauge-Young-325407,win,david evans,https://www.sherdog.com/fighter/David-Evans-201707,None,None,None,None
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,elle wagman,https://www.sherdog.com/fighter/Elle-Wagman-239527,win,cristina crist,https://www.sherdog.com/fighter/Cristina-Crist-85550,None,None,None,None
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,alejandro gomez,https://www.sherdog.com/fighter/Alejandro-Gomez-381155,win,jene zarbano,https://www.sherdog.com/fighter/Jene-Zarbano-344551,None,None,None,None
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,james floyd,https://www.sherdog.com/fighter/James-Floyd-200469,win,yunior escobar,https://www.sherdog.com/fighter/Yunior-Escobar-310883,None,None,None,None
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,mike murray,https://www.sherdog.com/fighter/Mike-Murray-321653,win,michael banks,https://www.sherdog.com/fighter/Michael-Banks-314769,None,None,None,None
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,lucas da costa,https://www.sherdog.com/fighter/Lucas-Da-Costa-381159,win,jeffrey williams,https://www.sherdog.com/fighter/Jeffrey-Williams-386095,None,None,None,None
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,devin dunn,https://www.sherdog.com/fighter/Devin-Dunn-388314,win,jacob weeks,https://www.sherdog.com/fighter/Jacob-Weeks-369209,None,None,None,None
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,mason pillow,https://www.sherdog.com/fighter/Mason-Pillow-385685,win,dwight brown,https://www.sherdog.com/fighter/Dwight-Brown-389898,None,None,None,None
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,santos verdinez,https://www.sherdog.com/fighter/Santos-Verdinez-349333,win,dylan reischman,https://www.sherdog.com/fighter/Dylan-Reischman-390993,None,None,None,None
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,marcus munoz,https://www.sherdog.com/fighter/Marcus-Munoz-393080,win,rex stidham,https://www.sherdog.com/fighter/Rex-Stidham-106883,None,None,None,None
02/6/2022,fac 12 - fighting alliance championship,-Cable Dahmer Arena; Independence; Missouri; United States-,alex wescoat,https://www.sherdog.com/fighter/Alex-Wescoat-400146,win,edrick rouse,https://www.sherdog.com/fighter/Edrick-Rouse-400145,None,None,None,None
02/6/2022,fury fc 56 - fury fighting championship 56,-Cowboys Dancehall; San Antonio; Texas; United States-,jesse butler,https://www.sherdog.com/fighter/Alex-Wescoat-400146,W,masio fullen,https://www.sherdog.com/fighter/Edrick-Rouse-400145,L,ko (punch),1,82
02/6/2022,fury fc 56 - fury fighting championship 56,-Cowboys Dancehall; San Antonio; Texas; United States-,bassil hafez,https://www.sherdog.com/fighter/Bassil-Hafez-116663,win,anthony ivy,https://www.sherdog.com/fighter/Anthony-Ivy-143479,None,None,None,None
02/6/2022,fury fc 56 - fury fighting championship 56,-Cowboys Dancehall; San Antonio; Texas; United States-,lorram esteves,https://www.sherdog.com/fighter/Lorram-Esteves-183397,win,justin linn,https://www.sherdog.com/fighter/Justin-Linn-47432,None,None,None,None
02/6/2022,fury fc 56 - fury fighting championship 56,-Cowboys Dancehall; San Antonio; Texas; United States-,eric lunsford,https://www.sherdog.com/fighter/Eric-Lunsford-34748,win,richard odoms,https://www.sherdog.com/fighter/Richard-Odoms-68083,None,None,None,None
02/6/2022,fury fc 56 - fury fighting championship 56,-Cowboys Dancehall; San Antonio; Texas; United States-,kody steele,https://www.sherdog.com/fighter/Kody-Steele-392962,win,jessee gengler,https://www.sherdog.com/fighter/Jessee-Gengler-224513,None,None,None,None
02/6/2022,fury fc 56 - fury fighting championship 56,-Cowboys Dancehall; San Antonio; Texas; United States-,juan adams,https://www.sherdog.com/fighter/Juan-Adams-239097,win,aaron rosa,https://www.sherdog.com/fighter/Aaron-Rosa-15129,None,None,None,None
02/6/2022,fury fc 56 - fury fighting championship 56,-Cowboys Dancehall; San Antonio; Texas; United States-,casey jones,https://www.sherdog.com/fighter/Casey-Jones-190835,win,justin governale,https://www.sherdog.com/fighter/Justin-Governale-78621,None,None,None,None
02/6/2022,fury fc 56 - fury fighting championship 56,-Cowboys Dancehall; San Antonio; Texas; United States-,ben willeford,https://www.sherdog.com/fighter/Ben-Willeford-241023,win,drew lopez,https://www.sherdog.com/fighter/Drew-Lopez-354433,None,None,None,None
02/6/2022,fury fc 56 - fury fighting championship 56,-Cowboys Dancehall; San Antonio; Texas; United States-,dean freire,https://www.sherdog.com/fighter/Dean-Freire-313019,win,victor gonzalez,https://www.sherdog.com/fighter/Victor-Gonzalez-105479,None,None,None,None
02/6/2022,fury fc 56 - fury fighting championship 56,-Cowboys Dancehall; San Antonio; Texas; United States-,zachary borrego,https://www.sherdog.com/fighter/Zachary-Borrego-383740,win,james neville,https://www.sherdog.com/fighter/James-Neville-175581,None,None,None,None
02/6/2022,fury fc 56 - fury fighting championship 56,-Cowboys Dancehall; San Antonio; Texas; United States-,jordan plutin,https://www.sherdog.com/fighter/Jordan-Plutin-317009,win,aaron patterson,https://www.sherdog.com/fighter/Aaron-Patterson-395473,None,None,None,None
02/6/2022,fury fc 56 - fury fighting championship 56,-Cowboys Dancehall; San Antonio; Texas; United States-,chris kuntschik,https://www.sherdog.com/fighter/Chris-Kuntschik-17720,win,joe saucedo,https://www.sherdog.com/fighter/Joe-Saucedo-132729,None,None,None,None
02/6/2022,fury fc 56 - fury fighting championship 56,-Cowboys Dancehall; San Antonio; Texas; United States-,luis rodriguez,https://www.sherdog.com/fighter/Luis-Rodriguez-400176,win,brandon gutierrez,https://www.sherdog.com/fighter/Brandon-Gutierrez-347897,None,None,None,None
02/6/2022,fury fc 56 - fury fighting championship 56,-Cowboys Dancehall; San Antonio; Texas; United States-,adam gates,https://www.sherdog.com/fighter/Adam-Gates-392960,win,erick delgadillo,https://www.sherdog.com/fighter/Erick-Delgadillo-400175,None,None,None,None
02/6/2022,fury fc 56 - fury fighting championship 56,-Cowboys Dancehall; San Antonio; Texas; United States-,andrew viafranco,https://www.sherdog.com/fighter/Andrew-Viafranco-400174,win,christian rivas,https://www.sherdog.com/fighter/Christian-Rivas-400173,None,None,None,None
01/8/2022,aocsc 15,-Majed J. Nesheiwat Convention Center 14 Civic Center Plaza; Poughkeepsie; New York; United States-,nate hollenbeck,https://www.sherdog.com/fighter/Andrew-Viafranco-400174,W,jake reed,https://www.sherdog.com/fighter/Christian-Rivas-400173,L,decision (unanimous),3,180
01/8/2022,aocsc 15,-Majed J. Nesheiwat Convention Center 14 Civic Center Plaza; Poughkeepsie; New York; United States-,chris quiles,https://www.sherdog.com/fighter/Chris-Quiles-397068,win,domion gambino,https://www.sherdog.com/fighter/Domion-Gambino-398779,None,None,None,None
01/8/2022,aocsc 15,-Majed J. Nesheiwat Convention Center 14 Civic Center Plaza; Poughkeepsie; New York; United States-,darnell parker,https://www.sherdog.com/fighter/Darnell-Parker-398781,win,ricky reno,https://www.sherdog.com/fighter/Ricky-Reno-398780,None,None,None,None
01/8/2022,mmax fc 20 - breaking point,-1022 Dodson Avenue; Fort Smith; Arkansas; United States-,tremiere hollie,https://www.sherdog.com/fighter/Darnell-Parker-398781,W,sammy rogers,https://www.sherdog.com/fighter/Ricky-Reno-398780,L,submission (rear-naked choke),2,158
01/8/2022,mmax fc 20 - breaking point,-1022 Dodson Avenue; Fort Smith; Arkansas; United States-,aaron sutterfield,https://www.sherdog.com/fighter/Aaron-Sutterfield-317745,win,tyler skeets,https://www.sherdog.com/fighter/Tyler-Skeets-371357,None,None,None,None
01/8/2022,mmax fc 20 - breaking point,-1022 Dodson Avenue; Fort Smith; Arkansas; United States-,casey osterhout,https://www.sherdog.com/fighter/Casey-Osterhout-398774,win,david martinez,https://www.sherdog.com/fighter/David-Martinez-398775,None,None,None,None
01/8/2022,mmax fc 20 - breaking point,-1022 Dodson Avenue; Fort Smith; Arkansas; United States-,joseph fowler,https://www.sherdog.com/fighter/Joseph-Fowler-398776,win,andrew mathews,https://www.sherdog.com/fighter/Andrew-Mathews-20520,None,None,None,None
01/8/2022,mmax fc 20 - breaking point,-1022 Dodson Avenue; Fort Smith; Arkansas; United States-,erik calvert,https://www.sherdog.com/fighter/Erik-Calvert-397333,win,isaiah gonzales,https://www.sherdog.com/fighter/Isaiah-Gonzales-398772,None,None,None,None
01/8/2022,mmax fc 20 - breaking point,-1022 Dodson Avenue; Fort Smith; Arkansas; United States-,keeton wheeler,https://www.sherdog.com/fighter/Keeton-Wheeler-398773,win,devrick bliss,https://www.sherdog.com/fighter/Devrick-Bliss-388329,None,None,None,None
01/8/2022,reality fighting - mohegan sun,-Mohegan Sun Arena; Uncasville; Connecticut; United States-,cameron resnisky,https://www.sherdog.com/fighter/Keeton-Wheeler-398773,W,oscar vera,https://www.sherdog.com/fighter/Devrick-Bliss-388329,L,submission (armbar),1,126
01/8/2022,reality fighting - mohegan sun,-Mohegan Sun Arena; Uncasville; Connecticut; United States-,justin valentin,https://www.sherdog.com/fighter/Justin-Valentin-192275,win,brandon neiford,https://www.sherdog.com/fighter/Brandon-Neiford-277909,None,None,None,None
01/8/2022,reality fighting - mohegan sun,-Mohegan Sun Arena; Uncasville; Connecticut; United States-,ashley barrett,https://www.sherdog.com/fighter/Ashley-Barrett-330325,win,brianna sargent,https://www.sherdog.com/fighter/Brianna-Sargent-352939,None,None,None,None
01/8/2022,reality fighting - mohegan sun,-Mohegan Sun Arena; Uncasville; Connecticut; United States-,kibedy gordon,https://www.sherdog.com/fighter/Kibedy-Gordon-395400,win,niyaz ahmed,https://www.sherdog.com/fighter/Niyaz-Ahmed-236949,None,None,None,None
01/8/2022,reality fighting - mohegan sun,-Mohegan Sun Arena; Uncasville; Connecticut; United States-,shane dillehay,https://www.sherdog.com/fighter/Shane-Dillehay-386750,win,jon silva,https://www.sherdog.com/fighter/Jon-Silva-398767,None,None,None,None
01/8/2022,reality fighting - mohegan sun,-Mohegan Sun Arena; Uncasville; Connecticut; United States-,tayvonne thomas,https://www.sherdog.com/fighter/Tayvonne-Thomas-397067,win,jessen ramcharan,https://www.sherdog.com/fighter/Jessen-Ramcharan-330537,None,None,None,None
01/8/2022,reality fighting - mohegan sun,-Mohegan Sun Arena; Uncasville; Connecticut; United States-,cullen johnson,https://www.sherdog.com/fighter/Cullen-Johnson-396341,win,cole brackett,https://www.sherdog.com/fighter/Cole-Brackett-395404,None,None,None,None
01/8/2022,reality fighting - mohegan sun,-Mohegan Sun Arena; Uncasville; Connecticut; United States-,marc conte,https://www.sherdog.com/fighter/Marc-Conte-398768,win,stanislav rakov,https://www.sherdog.com/fighter/Stanislav-Rakov-398769,None,None,None,None
01/8/2022,reality fighting - mohegan sun,-Mohegan Sun Arena; Uncasville; Connecticut; United States-,mike antidormi,https://www.sherdog.com/fighter/Mike-Antidormi-398770,win,jose ramos,https://www.sherdog.com/fighter/Jose-Ramos-398771,None,None,None,None
01/8/2022,209 - beatdown 13,-Stockton Civic Auditorium; Stockton; California; United States-,ashley thiner,https://www.sherdog.com/fighter/Mike-Antidormi-398770,W,edna martinez,https://www.sherdog.com/fighter/Jose-Ramos-398771,L,ko,1,87
01/8/2022,209 - beatdown 13,-Stockton Civic Auditorium; Stockton; California; United States-,oseyiomon oiyemhonlan,https://www.sherdog.com/fighter/Oseyiomon-Oiyemhonlan-317455,win,d.j. hughes,https://www.sherdog.com/fighter/DJ-Hughes-348165,None,None,None,None
01/8/2022,209 - beatdown 13,-Stockton Civic Auditorium; Stockton; California; United States-,ramon juarez,https://www.sherdog.com/fighter/Ramon-Juarez-394360,win,preacher lawson,https://www.sherdog.com/fighter/Preacher-Lawson-400244,None,None,None,None
01/8/2022,209 - beatdown 13,-Stockton Civic Auditorium; Stockton; California; United States-,conner linehan,https://www.sherdog.com/fighter/Conner-Linehan-400248,win,salvador huerta cortes,https://www.sherdog.com/fighter/Salvador-Huerta-Cortes-394363,None,None,None,None
01/8/2022,209 - beatdown 13,-Stockton Civic Auditorium; Stockton; California; United States-,ethan krieger,https://www.sherdog.com/fighter/Ethan-Krieger-374631,win,jesus vega,https://www.sherdog.com/fighter/Jesus-Vega-400247,None,None,None,None
01/8/2022,209 - beatdown 13,-Stockton Civic Auditorium; Stockton; California; United States-,jonathan burdick,https://www.sherdog.com/fighter/Jonathan-Burdick-394356,win,juan garcia,https://www.sherdog.com/fighter/Juan-Garcia-394717,None,None,None,None
01/8/2022,209 - beatdown 13,-Stockton Civic Auditorium; Stockton; California; United States-,eddie fuentes,https://www.sherdog.com/fighter/Eddie-Fuentes-394350,win,jimmy damian,https://www.sherdog.com/fighter/Jimmy-Damian-400246,None,None,None,None
01/8/2022,209 - beatdown 13,-Stockton Civic Auditorium; Stockton; California; United States-,moses gomez,https://www.sherdog.com/fighter/Moses-Gomez-400245,win,andrew toste,https://www.sherdog.com/fighter/Andrew-Toste-396849,None,None,None,None
01/8/2022,209 - beatdown 13,-Stockton Civic Auditorium; Stockton; California; United States-,blace proffer,https://www.sherdog.com/fighter/Blace-Proffer-395223,win,joey barthelemy,https://www.sherdog.com/fighter/Joey-Barthelemy-392669,None,None,None,None
01/8/2022,209 - beatdown 13,-Stockton Civic Auditorium; Stockton; California; United States-,jonathan montoya,https://www.sherdog.com/fighter/Jonathan-Montoya-395234,win,jeromiah huey,https://www.sherdog.com/fighter/Jeromiah-Huey-394354,None,None,None,None
01/8/2022,revolta 1 - fight night,-Sports Hall; Tczew; Poland-,filip batkowski,https://www.sherdog.com/fighter/Jonathan-Montoya-395234,W,przemyslaw opalach,https://www.sherdog.com/fighter/Jeromiah-Huey-394354,L,tko (punches),2,163
01/8/2022,revolta 1 - fight night,-Sports Hall; Tczew; Poland-,adrianna kreft,https://www.sherdog.com/fighter/Adrianna-Kreft-329991,win,eliza kuczynska,https://www.sherdog.com/fighter/Eliza-Kuczynska-216835,None,None,None,None
01/8/2022,revolta 1 - fight night,-Sports Hall; Tczew; Poland-,arkadiusz palkowski,https://www.sherdog.com/fighter/Arkadiusz-Palkowski-365991,win,kamil zalasa,https://www.sherdog.com/fighter/Kamil-Zalasa-400225,None,None,None,None
01/8/2022,revolta 1 - fight night,-Sports Hall; Tczew; Poland-,filip kamysz,https://www.sherdog.com/fighter/Filip-Kamysz-312985,win,kacper kalita,https://www.sherdog.com/fighter/Kacper-Kalita-388113,None,None,None,None
01/8/2022,revolta 1 - fight night,-Sports Hall; Tczew; Poland-,dawid michalowski,https://www.sherdog.com/fighter/Dawid-Michalowski-400223,win,bartosz halas,https://www.sherdog.com/fighter/Bartosz-Halas-400224,None,None,None,None
01/8/2022,revolta 1 - fight night,-Sports Hall; Tczew; Poland-,zuzanna jablonska,https://www.sherdog.com/fighter/Zuzanna-Jablonska-400221,win,nadia skiberowska,https://www.sherdog.com/fighter/Nadia-Skiberowska-400222,None,None,None,None
01/8/2022,bayou fc 46 - mma cagefights lafayette,-Heymann Center; Lafayette; Louisiana; United States-,tyrek malveaux,https://www.sherdog.com/fighter/Zuzanna-Jablonska-400221,W,rey trujillo,https://www.sherdog.com/fighter/Nadia-Skiberowska-400222,L,submission (brabo choke),2,0
01/8/2022,bayou fc 46 - mma cagefights lafayette,-Heymann Center; Lafayette; Louisiana; United States-,damon vincent,https://www.sherdog.com/fighter/Damon-Vincent-289459,win,nicko commissiong,https://www.sherdog.com/fighter/Nicko-Commissiong-220125,None,None,None,None
01/8/2022,bayou fc 46 - mma cagefights lafayette,-Heymann Center; Lafayette; Louisiana; United States-,justin mead,https://www.sherdog.com/fighter/Justin-Mead-154695,win,jalen jackson,https://www.sherdog.com/fighter/Jalen-Jackson-394757,None,None,None,None
01/8/2022,bayou fc 46 - mma cagefights lafayette,-Heymann Center; Lafayette; Louisiana; United States-,matthew robertson,https://www.sherdog.com/fighter/Matthew-Robertson-381890,win,noah beaty,https://www.sherdog.com/fighter/Noah-Beaty-400220,None,None,None,None
01/8/2022,bayou fc 46 - mma cagefights lafayette,-Heymann Center; Lafayette; Louisiana; United States-,darrion griffin,https://www.sherdog.com/fighter/Darrion-Griffin-390548,win,cody verret,https://www.sherdog.com/fighter/Cody-Verret-327145,None,None,None,None
01/8/2022,bayou fc 46 - mma cagefights lafayette,-Heymann Center; Lafayette; Louisiana; United States-,michael gray,https://www.sherdog.com/fighter/Michael-Gray-256443,win,isaiah garza,https://www.sherdog.com/fighter/Isaiah-Garza-400219,None,None,None,None
01/8/2022,bayou fc 46 - mma cagefights lafayette,-Heymann Center; Lafayette; Louisiana; United States-,vincent lanclos,https://www.sherdog.com/fighter/Vincent-Lanclos-335409,win,nick olivo,https://www.sherdog.com/fighter/Nick-Olivo-400218,None,None,None,None
01/8/2022,bayou fc 46 - mma cagefights lafayette,-Heymann Center; Lafayette; Louisiana; United States-,blayke martin,https://www.sherdog.com/fighter/Blayke-Martin-391135,win,jonathon brigner,https://www.sherdog.com/fighter/Jonathon-Brigner-400217,None,None,None,None
01/8/2022,proving grounds - nuriddeen vs. wasileski,-Hub Sports Center; Liberty Lake; Washington; United States-,travis wasileski,https://www.sherdog.com/fighter/Blayke-Martin-391135,W,amir nuriddeen,https://www.sherdog.com/fighter/Jonathon-Brigner-400217,L,tko (strikes),1,0
01/8/2022,proving grounds - nuriddeen vs. wasileski,-Hub Sports Center; Liberty Lake; Washington; United States-,christopher gamby,https://www.sherdog.com/fighter/Christopher-Gamby-400240,win,brandon hacker,https://www.sherdog.com/fighter/Brandon-Hacker-400241,None,None,None,None
01/8/2022,proving grounds - nuriddeen vs. wasileski,-Hub Sports Center; Liberty Lake; Washington; United States-,nick masonholder,https://www.sherdog.com/fighter/Nick-Masonholder-147975,win,daulton godsey,https://www.sherdog.com/fighter/Daulton-Godsey-400239,None,None,None,None
01/8/2022,proving grounds - nuriddeen vs. wasileski,-Hub Sports Center; Liberty Lake; Washington; United States-,owen robinett,https://www.sherdog.com/fighter/Owen-Robinett-388193,win,nicholas amado,https://www.sherdog.com/fighter/Nicholas-Amado-400238,None,None,None,None
01/8/2022,proving grounds - nuriddeen vs. wasileski,-Hub Sports Center; Liberty Lake; Washington; United States-,coby robinett,https://www.sherdog.com/fighter/Coby-Robinett-400236,win,evan smith,https://www.sherdog.com/fighter/Evan-Smith-400237,None,None,None,None
01/8/2022,proving grounds - nuriddeen vs. wasileski,-Hub Sports Center; Liberty Lake; Washington; United States-,keanan patershuck,https://www.sherdog.com/fighter/Keanan-Patershuck-400234,win,alexander campbell,https://www.sherdog.com/fighter/Alexander-Campbell-400235,None,None,None,None
01/8/2022,proving grounds - nuriddeen vs. wasileski,-Hub Sports Center; Liberty Lake; Washington; United States-,cobe jordan,https://www.sherdog.com/fighter/Cobe-Jordan-400232,win,ezra wemp,https://www.sherdog.com/fighter/Ezra-Wemp-400233,None,None,None,None
01/8/2022,proving grounds - nuriddeen vs. wasileski,-Hub Sports Center; Liberty Lake; Washington; United States-,jesse monteon,https://www.sherdog.com/fighter/Jesse-Monteon-400230,win,john palmer,https://www.sherdog.com/fighter/John-Palmer-400231,None,None,None,None
01/8/2022,proving grounds - nuriddeen vs. wasileski,-Hub Sports Center; Liberty Lake; Washington; United States-,david stratton,https://www.sherdog.com/fighter/David-Stratton-400228,win,shad armstead,https://www.sherdog.com/fighter/Shad-Armstead-400229,None,None,None,None
01/8/2022,proving grounds - nuriddeen vs. wasileski,-Hub Sports Center; Liberty Lake; Washington; United States-,ke'vionne robbins,https://www.sherdog.com/fighter/KeVionne-Robbins-400226,win,robert johnson,https://www.sherdog.com/fighter/Robert-Johnson-400227,None,None,None,None
01/12/2022,asian mixed martial arts association,-Majmoeh Montazeri; Shahriyar; Tehran; Iran-,vahid kabousi,https://www.sherdog.com/fighter/KeVionne-Robbins-400226,,morteza ataei,https://www.sherdog.com/fighter/Robert-Johnson-400227,,None,None,None
01/12/2022,asian mixed martial arts association,-Majmoeh Montazeri; Shahriyar; Tehran; Iran-,behzad tajik,https://www.sherdog.com/fighter/Behzad-Tajik-398520,None,heydar rezaei,https://www.sherdog.com/fighter/Heydar-Rezaei-398521,None,None,None,None
01/12/2022,asian mixed martial arts association,-Majmoeh Montazeri; Shahriyar; Tehran; Iran-,shahvali mohammadi,https://www.sherdog.com/fighter/Shahvali-Mohammadi-398518,None,shahzad babaei,https://www.sherdog.com/fighter/Shahzad-Babaei-398519,None,None,None,None
01/12/2022,asian mixed martial arts association,-Majmoeh Montazeri; Shahriyar; Tehran; Iran-,amirreza heydarnezhad,https://www.sherdog.com/fighter/Amirreza-Heydarnezhad-398516,None,meysam davoodniya,https://www.sherdog.com/fighter/Meysam-Davoodniya-356109,None,None,None,None
01/12/2022,asian mixed martial arts association,-Majmoeh Montazeri; Shahriyar; Tehran; Iran-,ehsan amini,https://www.sherdog.com/fighter/Ehsan-Amini-398514,None,seyf naseri,https://www.sherdog.com/fighter/Seyf-Naseri-398515,None,None,None,None
01/12/2022,asian mixed martial arts association,-Majmoeh Montazeri; Shahriyar; Tehran; Iran-,farhad zaheri,https://www.sherdog.com/fighter/Farhad-Zaheri-398512,None,mohammadsaber ebrahimi,https://www.sherdog.com/fighter/Mohammadsaber-Ebrahimi-398513,None,None,None,None
01/12/2022,asian mixed martial arts association,-Majmoeh Montazeri; Shahriyar; Tehran; Iran-,abdolnaghib kohdamani,https://www.sherdog.com/fighter/Abdolnaghib-Kohdamani-398510,None,milad arshiya,https://www.sherdog.com/fighter/Milad-Arshiya-398511,None,None,None,None
01/12/2022,asian mixed martial arts association,-Majmoeh Montazeri; Shahriyar; Tehran; Iran-,alireza khajevand,https://www.sherdog.com/fighter/Alireza-Khajevand-398508,None,mohammad amiri,https://www.sherdog.com/fighter/Mohammad-Amiri-398509,None,None,None,None
01/12/2022,asian mixed martial arts association,-Majmoeh Montazeri; Shahriyar; Tehran; Iran-,hoshmand mohammadi,https://www.sherdog.com/fighter/Hoshmand-Mohammadi-398506,None,faramarz firozi,https://www.sherdog.com/fighter/Faramarz-Firozi-398507,None,None,None,None
